_id,date,state,ad_count,avg_age,email_count,phone_count
6221458840741654807e24f6,2022-02-26,OKLAHOMA,183,27.60655737704918,0,96
6221458840741654807e24f7,2022-02-25,WEST VIRGINIA,7,25.857142857142858,0,2
6221458840741654807e24f8,2022-02-27,SOUTH DAKOTA,1,31.0,0,1
6221458840741654807e24f9,2022-03-01,ARIZONA,937,28.75026680896478,0,567
6221458840741654807e24fa,2022-02-25,KENTUCKY,362,29.65745856353591,1,219
6221458840741654807e24fb,2022-02-28,NEW JERSEY,500,26.512,0,256
6221458840741654807e24fc,2022-02-28,LOUISIANA,857,26.943990665110853,2,400
6221458840741654807e24fd,2022-03-01,NOVA SCOTIA,1,39.0,0,1
6221458840741654807e24fe,2022-02-28,VIRGINIA,560,27.057142857142857,1,204
6221458840741654807e24ff,2022-02-27,KENTUCKY,310,29.03548387096774,1,201
6221458840741654807e2500,2022-02-27,CALIFORNIA,7124,26.14921392476137,34,3167
6221458840741654807e2501,2022-02-27,NOVA SCOTIA,2,43.5,0,2
6221458840741654807e2502,2022-03-01,NEBRASKA,18,28.61111111111111,0,12
6221458840741654807e2503,2022-02-27,MISSOURI,299,27.88628762541806,1,148
6221458840741654807e2504,2022-02-28,PENNSYLVANIA,1233,26.666666666666668,0,612
6221458840741654807e2505,2022-02-26,VERMONT,3,24.666666666666668,0,2
6221458840741654807e2506,2022-02-28,OREGON,359,27.785515320334262,1,206
6221458840741654807e2507,2022-02-26,QUEBEC,9,32.888888888888886,0,7
6221458840741654807e2508,2022-02-26,COLORADO,671,27.60655737704918,1,345
6221458840741654807e2509,2022-02-25,WYOMING,1,26.0,0,1
6221458840741654807e250a,2022-02-27,OHIO,1125,27.27111111111111,1,522
6221458840741654807e250b,2022-03-02,VIRGINIA,409,26.96088019559902,1,183
6221458840741654807e250c,2022-02-26,ARKANSAS,165,27.8969696969697,0,106
6221458840741654807e250d,2022-02-28,NORTH DAKOTA,5,33.2,0,3
6221458840741654807e250e,2022-02-28,NORTH CAROLINA,1207,26.95360397680199,0,583
6221458840741654807e250f,2022-02-26,NOVA SCOTIA,2,39.0,0,1
6221458840741654807e2510,2022-02-27,CONNECTICUT,46,26.847826086956523,0,20
6221458840741654807e2511,2022-02-28,WISCONSIN,318,26.19182389937107,0,131
6221458840741654807e2512,2022-02-28,CALIFORNIA,7149,26.179046020422437,36,3167
6221458840741654807e2513,2022-02-25,MARYLAND,766,26.497389033942557,0,419
6221458840741654807e2514,2022-03-01,CALIFORNIA,7147,26.245277738911433,41,3159
6221458840741654807e2515,2022-02-27,GEORGIA,2377,26.835927639882204,2,1177
6221458840741654807e2516,2022-03-02,KENTUCKY,226,28.942477876106196,2,189
6221458840741654807e2517,2022-02-25,BRITISH COLUMBIA,2,24.0,0,2
6221458840741654807e2518,2022-02-26,CALIFORNIA,7607,26.196003680820297,33,3348
6221458840741654807e2519,2022-02-26,ONTARIO,474,28.050632911392405,1,299
6221458840741654807e251a,2022-02-25,SOUTH CAROLINA,651,27.589861751152075,1,318
6221458840741654807e251b,2022-02-27,MINNESOTA,444,26.99774774774775,1,240
6221458840741654807e251c,2022-02-27,ONTARIO,387,28.121447028423773,2,249
6221458840741654807e251d,2022-03-01,OREGON,363,28.09917355371901,1,198
6221458840741654807e251e,2022-02-25,NEW HAMPSHIRE,7,25.0,0,1
6221458840741654807e251f,2022-03-02,CONNECTICUT,37,26.18918918918919,0,22
6221458840741654807e2520,2022-02-26,INDIANA,497,26.997987927565394,1,258
6221458840741654807e2521,2022-03-02,OKLAHOMA,128,26.9296875,0,103
6221458840741654807e2522,2022-02-26,SCOTLAND,1,26.0,0,1
6221458840741654807e2523,2022-02-27,DELAWARE,124,25.45967741935484,0,58
6221458840741654807e2524,2022-02-25,OKLAHOMA,172,27.63953488372093,0,105
6221458840741654807e2525,2022-02-26,CONNECTICUT,49,25.816326530612244,0,25
6221458840741654807e2526,2022-02-25,TENNESSEE,1152,27.09375,2,600
6221458840741654807e2527,2022-02-28,NEW YORK,1605,26.351401869158877,0,767
6221458840741654807e2528,2022-02-28,SOUTH CAROLINA,691,27.30535455861071,1,304
